API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
3.03034s,2.652 μs,3.03034s,195.497 ms,3.22584s,9.505 μs,195.509 ms,235544,235544,0,cudaLaunchKernel,1 4 2005,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
3.03034s,3.119 μs,3.03034s,195.503 ms,3.22585s,2.912 μs,195.509 ms,235544,235544,0,cudaLaunchKernel,1 8 2001,32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
3.03037s,2.809 μs,3.03037s,195.481 ms,3.22585s,6.496 μs,195.490 ms,235544,235544,0,cudaLaunchKernel,2 1 2001,8   64    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
3.23268s,17.964 μs,-,-,3.2327s,2.080 μs,19.218 μs,235544,235544,0,cudaLaunchKernel,50    1    1,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
3.2327s,4.722 μs,3.23271s,855 ns,3.23271s,13.271 ms,13.277 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
3.23275s,5.743 μs,3.23275s,13.227 ms,3.24598s,1.825 μs,13.235 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23282s,5.077 μs,3.23282s,13.157 ms,3.24598s,10.153 ms,23.315 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)512, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23285s,4.041 μs,3.23285s,23.283 ms,3.25613s,5.772 ms,29.059 ms,235544,235544,0,cudaLaunchKernel,200704    1    1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23288s,3.495 μs,3.23288s,29.027 ms,3.26191s,5.812 ms,34.842 ms,235544,235544,0,cudaLaunchKernel,100352    1    1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
3.23291s,3.432 μs,3.23291s,34.804 ms,3.26772s,3.155 ms,37.963 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23292s,2.915 μs,3.23292s,37.956 ms,3.27087s,7.328 μs,37.966 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23293s,3.996 μs,3.23294s,37.947 ms,3.27088s,3.535 ms,41.487 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
3.23294s,2.221 μs,3.23294s,41.480 ms,3.27442s,2.387 ms,43.869 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23295s,1.709 μs,3.23295s,43.855 ms,3.27681s,1.760 μs,43.859 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23298s,3.617 μs,3.23298s,43.829 ms,3.27681s,2.361 ms,46.193 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23299s,1.938 μs,3.23299s,46.181 ms,3.27917s,1.444 ms,47.627 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.233s,1.655 μs,3.233s,47.612 ms,3.28061s,3.149 ms,50.763 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.233s,1.413 μs,3.233s,50.760 ms,3.28376s,6.880 μs,50.769 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.233s,1.758 μs,3.23301s,50.765 ms,3.28377s,3.490 ms,54.257 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
3.23301s,1.343 μs,3.23301s,54.254 ms,3.28726s,2.399 ms,56.654 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23302s,3.141 μs,3.23302s,56.641 ms,3.28966s,1.696 μs,56.646 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23304s,1.763 μs,3.23304s,56.624 ms,3.28966s,2.358 ms,58.983 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23305s,2.881 μs,3.23305s,58.972 ms,3.29202s,2.116 ms,61.091 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
3.23305s,1.835 μs,3.23306s,61.082 ms,3.29414s,1.446 ms,62.530 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23307s,1.676 μs,3.23307s,62.512 ms,3.29558s,3.156 ms,65.670 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23307s,1.384 μs,3.23307s,65.667 ms,3.29874s,6.432 μs,65.675 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23307s,1.425 μs,3.23308s,65.672 ms,3.29875s,3.489 ms,69.163 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
3.23308s,1.314 μs,3.23308s,69.160 ms,3.30224s,2.401 ms,71.562 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23309s,1.587 μs,3.23309s,71.553 ms,3.30464s,1.632 μs,71.556 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23311s,1.594 μs,3.23311s,71.532 ms,3.30464s,2.381 ms,73.915 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23312s,25.469 μs,3.23314s,73.882 ms,3.30702s,1.449 ms,75.357 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23315s,1.555 μs,3.23315s,75.320 ms,3.30847s,3.163 ms,78.485 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23315s,1.290 μs,3.23315s,78.483 ms,3.31164s,6.688 μs,78.490 ms,235544,235544,0,cudaLaunchKernel,2 8 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23315s,1.249 μs,3.23316s,78.488 ms,3.31164s,3.448 ms,81.937 ms,235544,235544,0,cudaLaunchKernel,392    1   36,64    1    1,volta_sgemm_64x64_nn
3.23316s,1.527 μs,3.23316s,81.935 ms,3.31509s,2.407 ms,84.343 ms,235544,235544,0,cudaLaunchKernel,128   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23317s,1.606 μs,3.23317s,84.328 ms,3.3175s,1.696 μs,84.332 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23319s,1.601 μs,3.23319s,84.312 ms,3.3175s,2.366 ms,86.679 ms,235544,235544,0,cudaLaunchKernel,64    1    1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)128, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23319s,1.572 μs,3.23319s,86.674 ms,3.31987s,2.120 ms,88.796 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
3.2332s,1.848 μs,3.2332s,88.790 ms,3.32199s,1.450 ms,90.242 ms,235544,235544,0,cudaLaunchKernel,50176 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23322s,1.599 μs,3.23322s,90.220 ms,3.32344s,1.952 μs,90.223 ms,235544,235544,0,cudaLaunchKernel,4 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
3.23322s,2.057 μs,3.23322s,90.218 ms,3.32344s,5.151 ms,95.371 ms,235544,235544,0,cudaLaunchKernel,0784 1 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
3.23323s,1.694 μs,3.23323s,95.361 ms,3.32859s,1.728 μs,95.365 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23325s,2.075 μs,3.23325s,95.344 ms,3.3286s,1.107 ms,96.453 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23326s,1.672 μs,3.23326s,96.443 ms,3.3297s,723.586 μs,97.168 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23327s,1.446 μs,3.23327s,97.155 ms,3.33043s,1.383 ms,98.540 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23327s,1.469 μs,3.23327s,98.537 ms,3.33181s,23.296 μs,98.562 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23328s,3.165 μs,3.23328s,98.557 ms,3.33184s,4.750 ms,103.310 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
3.23328s,1.266 μs,3.23328s,103.306 ms,3.33659s,1.190 ms,104.497 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23329s,1.541 μs,3.23329s,104.487 ms,3.33778s,1.633 μs,104.491 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23331s,1.727 μs,3.23331s,104.472 ms,3.33778s,1.103 ms,105.577 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23332s,2.605 μs,3.23332s,105.560 ms,3.33888s,1.856 μs,105.564 ms,235544,235544,0,cudaLaunchKernel,4 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
3.23332s,1.357 μs,3.23333s,105.560 ms,3.33889s,867.554 μs,106.429 ms,235544,235544,0,cudaLaunchKernel,0784 1 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
3.23333s,1.703 μs,3.23333s,106.421 ms,3.33975s,1.664 μs,106.424 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23335s,1.506 μs,3.23335s,106.406 ms,3.33976s,1.108 ms,107.515 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23335s,1.477 μs,3.23335s,107.509 ms,3.34086s,1.059 ms,108.570 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
3.23336s,2.525 μs,3.23336s,108.563 ms,3.34192s,724.770 μs,109.290 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23337s,1.535 μs,3.23337s,109.275 ms,3.34265s,1.392 ms,110.669 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23337s,1.269 μs,3.23337s,110.666 ms,3.34404s,23.680 μs,110.691 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23338s,1.226 μs,3.23338s,110.688 ms,3.34406s,4.916 ms,115.606 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
3.23338s,1.299 μs,3.23338s,115.603 ms,3.34898s,1.187 ms,116.791 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23338s,1.622 μs,3.23339s,116.783 ms,3.35017s,1.696 μs,116.786 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.2334s,1.540 μs,3.2334s,116.768 ms,3.35017s,1.105 ms,117.874 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23341s,1.553 μs,3.23341s,117.867 ms,3.35128s,721.698 μs,118.590 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23342s,1.678 μs,3.23342s,118.579 ms,3.352s,1.380 ms,119.960 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23342s,1.318 μs,3.23342s,119.958 ms,3.35338s,23.360 μs,119.982 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23342s,1.253 μs,3.23342s,119.980 ms,3.3534s,4.916 ms,124.897 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
3.23342s,1.182 μs,3.23342s,124.895 ms,3.35832s,1.187 ms,126.083 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23343s,1.658 μs,3.23343s,126.075 ms,3.35951s,1.793 μs,126.079 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23345s,1.488 μs,3.23345s,126.060 ms,3.35951s,1.105 ms,127.166 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23345s,1.419 μs,3.23345s,127.161 ms,3.36062s,1.057 ms,128.220 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
3.23346s,1.454 μs,3.23346s,128.214 ms,3.36167s,722.210 μs,128.938 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23347s,1.578 μs,3.23348s,128.920 ms,3.3624s,1.985 μs,128.924 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
3.23348s,4.679 μs,3.23348s,128.916 ms,3.3624s,5.559 ms,134.480 ms,235544,235544,0,cudaLaunchKernel,0196 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1
3.23349s,1.527 μs,3.23349s,134.469 ms,3.36796s,1.760 μs,134.472 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23351s,1.567 μs,3.23351s,134.454 ms,3.36796s,587.554 μs,135.043 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23351s,1.535 μs,3.23351s,135.036 ms,3.36855s,361.120 μs,135.399 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23352s,1.577 μs,3.23353s,135.385 ms,3.36891s,798.977 μs,136.186 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
3.23353s,1.238 μs,3.23353s,136.183 ms,3.36971s,91.008 μs,136.275 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
3.23353s,1.492 μs,3.23353s,136.272 ms,3.3698s,6.036 ms,142.310 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
3.23353s,1.289 μs,3.23353s,142.307 ms,3.37584s,698.914 μs,143.007 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
3.23354s,1.595 μs,3.23354s,142.999 ms,3.37654s,1.728 μs,143.002 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
3.23355s,1.514 μs,3.23356s,142.984 ms,3.37654s,586.210 μs,143.572 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
3.23357s,1.539 μs,3.23357s,143.555 ms,3.37713s,1.953 μs,143.559 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
3.23357s,1.550 μs,3.23357s,143.556 ms,3.37713s,862.435 μs,144.420 ms,235544,235544,0,cudaLaunchKernel,0196 2 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
3.23358s,1.441 μs,3.23358s,144.412 ms,3.37799s,1.824 μs,144.415 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
